Start (s),End (s),Scientific name,Common name,Confidence,File
42.0,45.0,Junco hyemalis,Dark-eyed Junco,0.1024,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_042800.wav
45.0,48.0,Turdus migratorius,American Robin,0.2244,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_042800.wav
45.0,48.0,Melospiza lincolnii,Lincoln's Sparrow,0.1512,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_042800.wav
48.0,51.0,Contopus cooperi,Olive-sided Flycatcher,0.1907,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_042800.wav
51.0,54.0,Turdus migratorius,American Robin,0.2114,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_042800.wav
54.0,57.0,Melospiza lincolnii,Lincoln's Sparrow,0.1246,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_042800.wav
57.0,60.0,Turdus migratorius,American Robin,0.1160,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_042800.wav
0,3.0,Junco hyemalis,Dark-eyed Junco,0.1776,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043300.wav
0,3.0,Spizella passerina,Chipping Sparrow,0.1773,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043300.wav
3.0,6.0,Turdus migratorius,American Robin,0.1377,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043300.wav
9.0,12.0,Spizella passerina,Chipping Sparrow,0.1353,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043300.wav
9.0,12.0,Sialia currucoides,Mountain Bluebird,0.1261,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043300.wav
9.0,12.0,Melospiza lincolnii,Lincoln's Sparrow,0.1208,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043300.wav
12.0,15.0,Myadestes townsendi,Townsend's Solitaire,0.1487,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043300.wav
12.0,15.0,Turdus migratorius,American Robin,0.1366,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043300.wav
15.0,18.0,Turdus migratorius,American Robin,0.1831,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043300.wav
21.0,24.0,Zonotrichia leucophrys,White-crowned Sparrow,0.1041,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043300.wav
24.0,27.0,Ixoreus naevius,Varied Thrush,0.1554,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043300.wav
24.0,27.0,Melospiza lincolnii,Lincoln's Sparrow,0.1084,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043300.wav
27.0,30.0,Spizella passerina,Chipping Sparrow,0.1185,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043300.wav
33.0,36.0,Ixoreus naevius,Varied Thrush,0.1429,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043300.wav
36.0,39.0,Icterus galbula,Baltimore Oriole,0.1444,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043300.wav
36.0,39.0,Turdus migratorius,American Robin,0.1356,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043300.wav
42.0,45.0,Ixoreus naevius,Varied Thrush,0.2665,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043300.wav
45.0,48.0,Ixoreus naevius,Varied Thrush,0.6272,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043300.wav
45.0,48.0,Poecile gambeli,Mountain Chickadee,0.1445,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043300.wav
45.0,48.0,Setophaga townsendi,Townsend's Warbler,0.1055,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043300.wav
51.0,54.0,Ixoreus naevius,Varied Thrush,0.2644,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043300.wav
51.0,54.0,Picoides dorsalis,American Three-toed Woodpecker,0.1963,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043300.wav
51.0,54.0,Melospiza lincolnii,Lincoln's Sparrow,0.1227,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043300.wav
0,3.0,Ixoreus naevius,Varied Thrush,0.5881,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
0,3.0,Melospiza lincolnii,Lincoln's Sparrow,0.3244,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
6.0,9.0,Ixoreus naevius,Varied Thrush,0.5078,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
9.0,12.0,Regulus satrapa,Golden-crowned Kinglet,0.7795,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
9.0,12.0,Poecile rufescens,Chestnut-backed Chickadee,0.1755,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
12.0,15.0,Ixoreus naevius,Varied Thrush,0.9374,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
15.0,18.0,Melospiza lincolnii,Lincoln's Sparrow,0.2209,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
15.0,18.0,Contopus cooperi,Olive-sided Flycatcher,0.1441,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
15.0,18.0,Haemorhous cassinii,Cassin's Finch,0.1055,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
18.0,21.0,Ixoreus naevius,Varied Thrush,0.4164,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
18.0,21.0,Contopus cooperi,Olive-sided Flycatcher,0.1835,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
18.0,21.0,Geothlypis tolmiei,MacGillivray's Warbler,0.1483,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
21.0,24.0,Setophaga townsendi,Townsend's Warbler,0.1346,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
21.0,24.0,Ixoreus naevius,Varied Thrush,0.1072,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
24.0,27.0,Ixoreus naevius,Varied Thrush,0.8313,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
27.0,30.0,Zonotrichia leucophrys,White-crowned Sparrow,0.2756,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
27.0,30.0,Melospiza lincolnii,Lincoln's Sparrow,0.2685,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
27.0,30.0,Haemorhous cassinii,Cassin's Finch,0.1248,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
27.0,30.0,Passerina amoena,Lazuli Bunting,0.1072,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
36.0,39.0,Haemorhous cassinii,Cassin's Finch,0.2178,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
36.0,39.0,Melospiza lincolnii,Lincoln's Sparrow,0.1200,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
36.0,39.0,Setophaga townsendi,Townsend's Warbler,0.1080,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
39.0,42.0,Melospiza lincolnii,Lincoln's Sparrow,0.1936,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
39.0,42.0,Junco hyemalis,Dark-eyed Junco,0.1541,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
39.0,42.0,Haemorhous cassinii,Cassin's Finch,0.1145,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
42.0,45.0,Ixoreus naevius,Varied Thrush,0.9002,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
48.0,51.0,Melospiza lincolnii,Lincoln's Sparrow,0.1197,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
48.0,51.0,Haemorhous cassinii,Cassin's Finch,0.1098,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
51.0,54.0,Ixoreus naevius,Varied Thrush,0.1769,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
54.0,57.0,Melospiza lincolnii,Lincoln's Sparrow,0.1723,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_043800.wav
0,3.0,Ixoreus naevius,Varied Thrush,0.1593,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
0,3.0,Zonotrichia leucophrys,White-crowned Sparrow,0.1168,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
0,3.0,Setophaga townsendi,Townsend's Warbler,0.1132,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
3.0,6.0,Ixoreus naevius,Varied Thrush,0.8640,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
6.0,9.0,Ixoreus naevius,Varied Thrush,0.4671,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
6.0,9.0,Buteo jamaicensis,Red-tailed Hawk,0.1093,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
9.0,12.0,Ixoreus naevius,Varied Thrush,0.9314,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
12.0,15.0,Melospiza lincolnii,Lincoln's Sparrow,0.2264,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
12.0,15.0,Geothlypis tolmiei,MacGillivray's Warbler,0.1466,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
15.0,18.0,Contopus cooperi,Olive-sided Flycatcher,0.1030,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
18.0,21.0,Ixoreus naevius,Varied Thrush,0.4204,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
21.0,24.0,Picoides dorsalis,American Three-toed Woodpecker,0.1380,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
24.0,27.0,Ixoreus naevius,Varied Thrush,0.9231,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
27.0,30.0,Ixoreus naevius,Varied Thrush,0.1941,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
27.0,30.0,Setophaga townsendi,Townsend's Warbler,0.1811,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
33.0,36.0,Ixoreus naevius,Varied Thrush,0.5109,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
33.0,36.0,Regulus satrapa,Golden-crowned Kinglet,0.3283,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
33.0,36.0,Setophaga townsendi,Townsend's Warbler,0.1789,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
33.0,36.0,Geothlypis tolmiei,MacGillivray's Warbler,0.1169,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
36.0,39.0,Zonotrichia leucophrys,White-crowned Sparrow,0.1175,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
42.0,45.0,Melospiza lincolnii,Lincoln's Sparrow,0.2536,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
42.0,45.0,Junco hyemalis,Dark-eyed Junco,0.1057,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
45.0,48.0,Catharus guttatus,Hermit Thrush,0.2403,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
48.0,51.0,Ixoreus naevius,Varied Thrush,0.6329,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
51.0,54.0,Setophaga townsendi,Townsend's Warbler,0.1274,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
51.0,54.0,Catharus guttatus,Hermit Thrush,0.1243,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
54.0,57.0,Catharus guttatus,Hermit Thrush,0.1404,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
54.0,57.0,Contopus cooperi,Olive-sided Flycatcher,0.1102,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044300.wav
0,3.0,Zonotrichia leucophrys,White-crowned Sparrow,0.4566,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
0,3.0,Ixoreus naevius,Varied Thrush,0.1017,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
3.0,6.0,Ixoreus naevius,Varied Thrush,0.9152,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
3.0,6.0,Junco hyemalis,Dark-eyed Junco,0.2182,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
6.0,9.0,Ixoreus naevius,Varied Thrush,0.9969,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
9.0,12.0,Ixoreus naevius,Varied Thrush,0.6470,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
9.0,12.0,Regulus satrapa,Golden-crowned Kinglet,0.1493,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
12.0,15.0,Regulus satrapa,Golden-crowned Kinglet,0.4074,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
12.0,15.0,Poecile hudsonicus,Boreal Chickadee,0.1593,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
12.0,15.0,Ixoreus naevius,Varied Thrush,0.1491,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
15.0,18.0,Ixoreus naevius,Varied Thrush,0.9862,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
21.0,24.0,Ixoreus naevius,Varied Thrush,0.9955,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
24.0,27.0,Ixoreus naevius,Varied Thrush,0.4477,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
27.0,30.0,Regulus satrapa,Golden-crowned Kinglet,0.4318,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
30.0,33.0,Ixoreus naevius,Varied Thrush,0.8570,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
33.0,36.0,Junco hyemalis,Dark-eyed Junco,0.2103,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
36.0,39.0,Ixoreus naevius,Varied Thrush,0.2065,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
36.0,39.0,Poecile rufescens,Chestnut-backed Chickadee,0.1167,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
39.0,42.0,Loxia leucoptera,White-winged Crossbill,0.2014,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
39.0,42.0,Junco hyemalis,Dark-eyed Junco,0.1602,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
42.0,45.0,Loxia leucoptera,White-winged Crossbill,0.1373,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
42.0,45.0,Junco hyemalis,Dark-eyed Junco,0.1362,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
42.0,45.0,Contopus cooperi,Olive-sided Flycatcher,0.1080,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
45.0,48.0,Ixoreus naevius,Varied Thrush,0.9913,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
51.0,54.0,Regulus satrapa,Golden-crowned Kinglet,0.1172,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
51.0,54.0,Ixoreus naevius,Varied Thrush,0.1119,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
51.0,54.0,Poecile rufescens,Chestnut-backed Chickadee,0.1065,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
54.0,57.0,Junco hyemalis,Dark-eyed Junco,0.1542,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
54.0,57.0,Melospiza lincolnii,Lincoln's Sparrow,0.1430,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
57.0,60.0,Ixoreus naevius,Varied Thrush,0.9946,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_044800.wav
0,3.0,Regulus satrapa,Golden-crowned Kinglet,0.5010,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045300.wav
0,3.0,Poecile gambeli,Mountain Chickadee,0.1027,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045300.wav
0,3.0,Ixoreus naevius,Varied Thrush,0.1021,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045300.wav
3.0,6.0,Ixoreus naevius,Varied Thrush,0.8555,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045300.wav
3.0,6.0,Regulus satrapa,Golden-crowned Kinglet,0.1466,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045300.wav
6.0,9.0,Ixoreus naevius,Varied Thrush,0.1651,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045300.wav
6.0,9.0,Zonotrichia leucophrys,White-crowned Sparrow,0.1444,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045300.wav
9.0,12.0,Regulus satrapa,Golden-crowned Kinglet,0.5073,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045300.wav
12.0,15.0,Ixoreus naevius,Varied Thrush,0.8035,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045300.wav
15.0,18.0,Ixoreus naevius,Varied Thrush,0.6794,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045300.wav
21.0,24.0,Ixoreus naevius,Varied Thrush,0.2866,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045300.wav
21.0,24.0,Zonotrichia leucophrys,White-crowned Sparrow,0.1295,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045300.wav
33.0,36.0,Zonotrichia leucophrys,White-crowned Sparrow,0.2434,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045300.wav
33.0,36.0,Passerina amoena,Lazuli Bunting,0.1010,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045300.wav
39.0,42.0,Regulus satrapa,Golden-crowned Kinglet,0.2460,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045300.wav
42.0,45.0,Haemorhous cassinii,Cassin's Finch,0.1364,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045300.wav
42.0,45.0,Myadestes townsendi,Townsend's Solitaire,0.1360,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045300.wav
48.0,51.0,Setophaga townsendi,Townsend's Warbler,0.1129,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045300.wav
57.0,60.0,Zonotrichia leucophrys,White-crowned Sparrow,0.1179,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045300.wav
0,3.0,Melospiza lincolnii,Lincoln's Sparrow,0.2197,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045800.wav
3.0,6.0,Ixoreus naevius,Varied Thrush,0.5387,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045800.wav
6.0,9.0,Ixoreus naevius,Varied Thrush,0.1553,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045800.wav
12.0,15.0,Melospiza lincolnii,Lincoln's Sparrow,0.3860,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045800.wav
18.0,21.0,Ixoreus naevius,Varied Thrush,0.8774,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045800.wav
24.0,27.0,Ixoreus naevius,Varied Thrush,0.2884,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045800.wav
27.0,30.0,Melospiza lincolnii,Lincoln's Sparrow,0.4785,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045800.wav
36.0,39.0,Ixoreus naevius,Varied Thrush,0.2065,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045800.wav
39.0,42.0,Ixoreus naevius,Varied Thrush,0.9053,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045800.wav
42.0,45.0,Ixoreus naevius,Varied Thrush,0.8880,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045800.wav
45.0,48.0,Regulus satrapa,Golden-crowned Kinglet,0.1245,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045800.wav
48.0,51.0,Ixoreus naevius,Varied Thrush,0.7646,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045800.wav
51.0,54.0,Ixoreus naevius,Varied Thrush,0.4650,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045800.wav
54.0,57.0,Ixoreus naevius,Varied Thrush,0.8807,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045800.wav
57.0,60.0,Ixoreus naevius,Varied Thrush,0.1968,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045800.wav
57.0,60.0,Poecile rufescens,Chestnut-backed Chickadee,0.1008,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_045800.wav
0,3.0,Haemorhous cassinii,Cassin's Finch,0.1021,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_050300.wav
6.0,9.0,Spinus pinus,Pine Siskin,0.3077,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_050300.wav
6.0,9.0,Ixoreus naevius,Varied Thrush,0.1032,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_050300.wav
9.0,12.0,Ixoreus naevius,Varied Thrush,0.6836,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_050300.wav
9.0,12.0,Melospiza lincolnii,Lincoln's Sparrow,0.1156,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_050300.wav
12.0,15.0,Spinus pinus,Pine Siskin,0.3038,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_050300.wav
12.0,15.0,Picoides dorsalis,American Three-toed Woodpecker,0.1065,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_050300.wav
15.0,18.0,Haemorhous cassinii,Cassin's Finch,0.1171,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_050300.wav
24.0,27.0,Regulus satrapa,Golden-crowned Kinglet,0.4837,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_050300.wav
24.0,27.0,Pinicola enucleator,Pine Grosbeak,0.2696,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_050300.wav
24.0,27.0,Myadestes townsendi,Townsend's Solitaire,0.1793,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_050300.wav
27.0,30.0,Spinus pinus,Pine Siskin,0.7321,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_050300.wav
27.0,30.0,Haemorhous cassinii,Cassin's Finch,0.1201,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_050300.wav
30.0,33.0,Spinus pinus,Pine Siskin,0.8386,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_050300.wav
33.0,36.0,Spinus pinus,Pine Siskin,0.3094,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_050300.wav
33.0,36.0,Haemorhous cassinii,Cassin's Finch,0.2343,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_050300.wav
36.0,39.0,Ixoreus naevius,Varied Thrush,0.8828,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_050300.wav
39.0,42.0,Melospiza lincolnii,Lincoln's Sparrow,0.5198,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_050300.wav
39.0,42.0,Haemorhous cassinii,Cassin's Finch,0.1556,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_050300.wav
42.0,45.0,Spinus pinus,Pine Siskin,0.1032,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230715_050300.wav
